dish_name,dish_rating,cooking_time,course,cuisine,ingredients
Chicken and Green Chile Enchiladas,4,4800,[Main Dishes],Mexican,"['chicken finger', 'salt', 'pepper', 'whipped cream cheese', 'green chile', 'chopped cilantro', 'butter', 'white onion', 'flour', 'chicken broth', 'milk', 'green enchilada sauce', 'sour cream', 'shredded cheese', 'flour tortilla']"
My Tacos Al Pastor,3,2700,[Main Dishes],Mexican,"['corn tortilla', 'pork meat', 'ancho', 'chile', 'achiote', 'garlic clove', 'garlic powder', 'ground cumin', 'pineapple juice', 'olive oil', 'pepper', 'salt', 'finely chopped onion', 'cilantro', 'fresh pineapple', 'lime', 'salsa']"
Guacamole,4,1500,[Appetizers],Mexican,"['avocado', 'jalapeno chilies', 'purple onion', 'tomato', 'lime', 'garlic powder', 'cumin', 'salt', 'pepper']"
Cheesy Burrito Casserole,4,2400,[Main Dishes],Mexican,"['lean ground beef', 'onion', 'taco seasoning', 'flour tortilla', 'refried bean', 'mexican cheese', 'condensed cream of mushroom soup', 'sour cream']"
Grilled Barbeque Onion and Smoked Gouda Quesadillas,4,1800,,Barbecue,"['olive oil', 'yellow onion', 'barbecue sauce', 'water', 'hot sauce', 'smoked gouda', 'chopped cilantro', 'flour tortilla']"
Skillet Enchilada Bake,4,1800,[Main Dishes],Southwestern,"['canola oil', 'meat', 'onion', 'diced green chilies', 'frozen corn', 'black bean', 'enchilada sauce', 'shredded cheddar cheese', 'tortilla', 'tomato', 'sour cream', 'salsa', 'fresh cilantro']"
Taco Bell Crunchwrap Supreme,3,1800,[Main Dishes],Mexican,"['ground beef', 'taco seasoning mix', 'water', 'cheese', ' flour tortilla', 'tostada shell', 'sour cream', 'lettuce', 'tomato', 'mexican cheese blend', 'cooking spray']"
Huevos Rancheros,4,2400,[Breakfast and Brunch],Mexican,"['diced tomato', 'garlic', 'jalapeno chilies', 'chopped onion', 'olive oil', 'seasoning salt', 'ground black pepper', 'chopped cilantro', 'canola oil', 'corn tortilla', 'refried bean', 'egg', 'shredded cheddar cheese', 'chees fresco queso', 'lime', 'green onion']"
Fresh Mexican Salsa,4,2400,[Appetizers],Mexican,"['tomato', 'chopped onion', 'cilantro', 'tomato paste', 'jalapeno chilies', 'kosher salt']"
Chicken Burritos,5,1800,[Main Dishes],Southwestern,"['boneless skinless chicken breast', 'bean', 'onion', 'garlic', 'tomato', 'olive oil', 'salt', 'pepper', 'chili powder', 'cumin', 'jalapeno chilies', 'cheddar cheese', 'tortilla', 'sour cream', 'salsa']"
Sunset Margarita,4,1500,"[Beverages, Cocktails]",Mexican,"['tequila', 'orange juice', 'lime juice', 'pomegranate juice', 'lime peel']"
Mexican Tinga,5,2100,[Main Dishes],Mexican,"['olive oil', 'onion', 'stewed tomato', 'chipotle in adobo', 'chicken meat', 'tostada shell', 'sour cream']"
Moroccan Couscous Stuffed Chicken,4,5100,[Main Dishes],Moroccan,"['chicken', 'paprika', 'olive oil', 'couscous', 'butter', 'garlic', 'almond', 'ground cinnamon', 'cumin seed', 'raisin', 'honey', 'lemon', 'tomato juice', 'water', 'salt', 'pepper']"
Moroccan Fried Potatoes With Olives And Lemon,4,1800,[Side Dishes],Moroccan,"['cream', 'red potato', 'olive oil', 'lemon zest', 'ground cumin', 'water', 'parsley', 'lemon', 'salt', 'ground black pepper']"
Chicken Tagine With Apricots,4,3300,[Main Dishes],Moroccan,"['olive oil', 'chicken thigh', 'onion', 'garlic clove', 'saffron thread', 'ground ginger', 'ground cumin', 'ground cinnamon', 'dried apricot', 'lemon', 'honey', 'coriander', 'stock', 'sliced almond']"
Moroccan Carrots,3,1080,[Side Dishes],Moroccan,"['carrot', 'ground cumin', 'paprika', 'ground cinnamon', 'cayenne pepper', 'extra virgin olive oil', 'fresh lemon juice', 'garlic clove', 'fresh parsley', 'table salt', 'black pepper', 'harissa']"
Healthy Moroccan Stuffed Sweet Potato,4,3300,,Moroccan,"['sweet potato', 'yam', 'olive oil', 'onion', 'apple', 'garlic clove', 'chickpea', 'mixed spice', 'salt', 'pepper', 'maple syrup', 'chopped cilantro', 'scallion', 'yoghurt', 'plain yogurt', 'water', 'smoked paprika', 'ground cumin', 'ground ginger', 'freshly ground black pepper', 'ground cinnamon', 'coriander seed', 'cayenne', 'cardamom', 'ground allspice', 'ground clove']"
Moroccan Chicken with Green Olives and Lemon,3,3300,[Main Dishes],Moroccan,"['meyer lemon', 'olive oil', 'onion', 'garlic clove', 'paprika', 'ground cumin', 'ground cinnamon', 'ground ginger', 'low salt chicken broth', 'chicken', 'green olive']"
"Moroccan Butternut Squash, Chickpea and Quinoa Tagine",5,2400,[Main Dishes],Moroccan,"['oil', 'onion', 'garlic', 'ginger', 'ground turmeric', 'ground cumin', 'ground coriander', 'ground cinnamon', 'cayenne pepper', 'quinoa', 'vegetable broth', 'chickpea', 'harissa', 'honey', 'raisin', 'olive', 'preserved lemon', 'salt', 'pepper', 'butternut squash', 'cilantro']"
Apple and Moroccan giant couscous salad,3,1500,,Moroccan,"['dry sherry', 'sultana', 'couscous', 'smoked paprika', 'ground cinnamon', 'ground cumin', 'pink lady apple', 'shallot', 'garlic clove', 'fresh ginger root', 'red chili pepper', 'fresh mint', 'lemon', 'pinenuts']"
Grilled Moroccan Chicken,3,2100,[Main Dishes],Barbecue,"['boneless skinless chicken breast', 'extra virgin olive oil', 'salt', 'sugar', 'garlic clove', 'paprika', 'cumin', 'coriander', 'ginger', 'tumeric', 'cinnamon', 'cayenne pepper']"
Moroccan Red Lentil Soup,4,3600,[Soups],Moroccan,"['red lentil', 'garbanzo bean', 'diced tomato', 'vegetable broth', 'lemon juice', 'red pepper flake', 'fresh parsley', 'cilantro', 'ground coriander', 'garlic', 'celery', 'carrot', 'cinnamon', 'smoked paprika', 'tumeric', 'cumin', 'onion', 'olive oil', 'water']"
Moroccan Chicken Brouchettes,3,3900,[Main Dishes],Barbecue,"['lemon juice', 'olive oil', 'chopped cilantro fresh', 'finely chopped fresh parsley', 'paprika', 'kosher salt', 'minced garlic', 'ground cumin', 'cayenne', 'saffron', 'boneless skinless chicken breast', 'water']"
Moroccan Rub,3,1500,,Moroccan,"['sweet paprika', 'ground cumin', 'ground cinnamon', 'salt', 'ground ginger', 'ground red pepper', 'ground black pepper']"
Moroccan Shrimp With Spinach,3,2820,[Main Dishes],Moroccan,"['ground coriander', 'ground cumin', 'paprika', 'cayenne', 'ground allspice', 'salt', ' shrimp', 'baby spinach', 'extra virgin olive oil']"
Moroccan Chicken,4,4500,[Main Dishes],Moroccan,"['olive oil', 'onion', ' garlic clove', 'hungarian sweet paprika', 'celtic salt', 'tumeric', 'ground coriander', 'fennel seed', 'ground black pepper', 'ground cumin', 'ground ginger', 'tomato', 'water', 'fresh lemon juice', 'chicken thigh', 'chicken drumstick', 'eggplant', 'marjoram', 'blanched almond', 'chopped cilantro fresh']"
Moroccan Lentil Soup,4,5400,[Soups],Moroccan,"['extra virgin olive oil', 'onion', 'carrot', 'garlic', 'ground cumin', 'ground coriander', 'ground turmeric', 'ground cinnamon', 'ground pepper', 'vegetable broth', 'water', 'cauliflower', 'lentil', 'diced tomato', 'tomato paste', 'fresh spinach', 'chopped cilantro fresh', 'lemon juice']"
Moroccan Chicken & Sweet Potato Soup,4,4200,[Soups],Moroccan,"['extra virgin olive oil', 'chopped onion', 'garlic', 'ground cumin', 'ground cinnamon', 'cayenne pepper', ' chicken broth', 'bone in chicken breast', 'sweet potato', 'red bell pepper', 'green bean', 'chickpea', 'salt', 'ground pepper', 'harissa']"
Moroccan Spice Rub,4,1800,,Moroccan,"['ground cumin', 'curry powder', 'ground ginger', 'kosher salt', 'cayenne pepper', 'olive oil', 'cilantro sprig', 'roasting chicken']"
Moroccan Couscous Salad,4,3900,[],Moroccan,"['broccoli', 'olive oil', 'garlic clove', 'couscous', 'carrot', 'beet', 'red bell pepper', 'canned corn', 'frozen pea', 'pomegranate seed', 'raisin', 'golden raisin', 'ground cumin', 'ground coriander', 'paprika', 'ground cinnamon', 'ground allspice', 'salt', 'chopped cilantro', 'lemon juice']"
Moroccan-Style Roast Chicken,4,5100,[Main Dishes],Moroccan,"['unsalted butter', 'honey', 'ground cinnamon', 'tumeric', 'whole chicken']"
Spicy Pork Skewers,4,1200,[Main Dishes],Moroccan,"['ground pork', 'minced garlic', 'ground cumin', 'paprika', 'finely chopped onion', 'salt', 'ground black pepper']"
Chicken Tagine with Preserved Lemons and Olives,4,3600,[Main Dishes],Moroccan,"['olive oil', 'purple onion', 'garlic clove', 'ground ginger', 'saffron', 'cinnamon', 'lemon', 'preserved lemon', 'chopped parsley', 'fresh cilantro', 'chicken thigh', 'pitted kalamata olive']"
Moroccan Couscous,4,900,[Side Dishes],Moroccan,"['i can t believ it not butter made with olive oil spread', 'yellow onion', 'carrot', 'curry powder', 'chicken broth', 'raisin', 'seasoning salt', 'couscous', 'almond']"
Moroccan Lamb Tagine,3,4500,[Main Dishes],Moroccan,"['cayenne pepper', 'ground black pepper', 'paprika', 'ground ginger', 'tumeric', 'ground cinnamon', 'lamb shoulder', 'onion', 'olive oil', 'oil', 'garlic', 'tomato juice', 'chopped tomato', 'dried apricot', 'date', 'sultana', 'sliced almond', 'saffron', 'lamb stock', 'clear honey', 'coriander', 'flat leaf parsley']"
Moroccan Stewed Chicken With Couscous,3,3000,[Main Dishes],Moroccan,"['olive oil', 'sea salt', 'ground pepper', 'chicken thigh', 'sweet onion', 'medium zucchini', 'garbanzo bean', 'tomato', 'chicken broth', 'cayenne pepper', 'chili powder', 'ground cumin', 'ground cinnamon', 'ground ginger', 'ground coriander', 'lemon', 'fresh cilantro', 'wheat', 'couscous']"
Slow Cooker Moroccan Chicken with Chickpeas,4,2400,[Main Dishes],Moroccan,"['bone in chicken thigh', 'onion', 'tomato paste', 'cherry tomato', 'zucchini', 'carrot', 'ground tumeric', 'ground cumin', 'ground coriander', 'ground cinnamon', 'ground ginger', 'ginger root', 'cayenne pepper', 'salt', 'chicken stock', 'garbanzo bean', 'bell pepper', 'date', 'green olive', 'couscous']"
Moroccan Chicken with Lemon and Olives,5,7500,[Main Dishes],Moroccan,"['paprika', 'ground cumin', 'ground ginger', 'tumeric', 'cinnamon', 'freshly ground pepper', 'olive oil', 'chicken', 'salt', 'garlic', 'onion', 'preserved lemon', 'green olive', 'water', 'raisin', 'chopped cilantro fresh', 'flat leaf parsley']"
Moroccan Lentil Soup CrockPot,5,,[Soups],Moroccan,"['dried lentil', 'garbanzo bean', 'pinto bean', 'onion', 'garlic clove', 'chopped celery', 'carrot', 'diced tomato', 'vegetable broth', 'garam masala', 'cayenne pepper', 'cumin', 'nutmeg', 'cinnamon', 'ginger']"
Moroccan Lamb Shanks with Prunes and Saffron,4,,[Main Dishes],Moroccan,"['lamb shank', 'plain flour', 'olive oil', 'onion', 'garlic clove', 'ground cumin', 'ground coriander', 'ground ginger', 'paprika', 'harissa paste', 'muscovado sugar', 'chopped tomato', 'lamb stock', 'lemon zest', 'preserved lemon', 'saffron', 'prune', 'cilantro leaf']"
Moroccan Saffron Chicken,4,4800,[Main Dishes],Moroccan,"['chicken', 'sweet onion', 'ground ginger', 'black pepper', 'salt', 'cinnamon stick', 'tumeric', 'saffron thread', 'butter', 'olive oil', 'chopped cilantro']"
Moroccan Beef Stew,3,3300,[Main Dishes],Moroccan,"['olive oil', 'beef tenderloin', 'onion', 'carrot', 'garlic clove', 'paprika', 'ground cumin', 'ground cinnamon', 'beef broth', 'pitted kalamata olive', 'golden raisin', 'garbanzo bean', 'chopped cilantro fresh', 'lemon peel']"
Moroccan Seven Spice Mix,4,300,[],Moroccan,"['black pepper', 'ground ginger', 'cinnamon', 'tumeric', 'cardamom', 'clove', 'nutmeg']"
Moroccan Chicken Tagine with Chickpeas and Raisins,3,3900,[Main Dishes],Moroccan,"['chicken', 'onion', 'garlic', 'olive oil', 'butter', 'salt', 'ra el hanout', 'tumeric', 'black pepper', 'cayenne pepper', 'saffron thread', 'cinnamon stick', 'tomato', 'chopped cilantro', 'chopped parsley', 'honey', 'ground cinnamon', 'golden raisin', 'chickpea']"
Moroccan Beef Stew,3,4500,[Main Dishes],Moroccan,"['olive oil', 'ground coriander', 'ground cumin', 'ground paprika', 'salt', 'ground black pepper', 'beef', 'onion', 'carrot', 'garlic clove', 'fresh ginger', 'tomato with juice', 'chicken stock', 'calimyrna', 'cinnamon stick', 'ra el hanout', 'chickpea', 'brown sugar', 'harissa paste', 'cilantro sprig']"
Moroccan Lamb Shank Tagine,3,4800,[Main Dishes],Moroccan,"['rom tomato', 'lamb shank', 'plain flour', 'olive oil', 'yellow onion', 'crushed garlic', 'cinnamon', 'rub', 'hot water', 'lamb', 'orange', 'roasted almond', 'apricot', 'flat leaf parsley', 'coriander']"
Pomegranate-Orange Cooler,4,4200,"[Beverages, Cocktails]",Moroccan,"['pomegranate juice', 'vodka', 'orange liqueur', 'fresh lime juice', 'ginger ale']"
Moroccan Carrot and Chickpea Salad,5,4200,[Salads],Moroccan,"['cumin seed', 'extra virgin olive oil', 'fresh lemon juice', 'honey', 'fine sea salt', 'cayenne pepper', 'carrot', 'chickpea', 'plum', 'fresh mint', 'rose petal', 'almond']"
Moroccan Chicken with Green Olives and Lemon,5,3300,[Main Dishes],Moroccan,"['meyer lemon', 'olive oil', 'onion', 'garlic clove', 'paprika', 'ground cumin', 'ground cinnamon', 'ground ginger', 'low salt chicken broth', 'chicken', 'green olive']"
Moroccan Meatballs Over Couscous,4,2400,[Main Dishes],Moroccan,"['olive oil', 'onion', 'garlic', 'lemon', 'olive', 'white wine', 'chicken stock', 'crushed tomato', 'light brown sugar', 'red pepper flake', 'ground cinnamon', 'ground black pepper', 'salt', 'meatball', 'egg', 'tomato paste', 'cilantro leaf', 'fresh ginger', 'ground cumin', 'ground beef', 'rolled oat', 'vegetable oil', 'fresh parsley leaf', 'couscous', 'water', 'dried date']"
Vegan Moroccan Harira,3,2100,[Main Dishes],Moroccan,"['carrot', 'garlic clove', 'ground cumin', 'ground ginger', 'ground coriander', 'ground cinnamon', 'kosher salt', 'crushed tomato', 'chickpea', 'red lentil', 'lemon', 'cilantro leaf']"
Spicy Moroccan Chickpeas,4,1800,[Main Dishes],Moroccan,"['olive oil', 'onion', 'ground cumin', 'ground coriander', 'ground turmeric', 'cayenne pepper', 'cinnamon', 'ground ginger', 'garlic', 'chickpea', 'diced tomato', 'vegetable broth', 'cilantro leaf', 'dried apricot', 'couscous']"
Ras el Hanout,4,1200,,Moroccan,"['ground ginger', 'ground coriander', 'ground cinnamon', 'ground black pepper', 'ground turmeric', 'ground nutmeg', 'ground allspice', 'ground clove']"
Sweet Potato and Chickpea Tagine,3,3600,[Main Dishes],Moroccan,"['coriander seed', 'cumin seed', 'black peppercorn', 'crushed red pepper flake', 'ground cinnamon', 'white onion', 'garlic', ' vegetable broth', 'tomato paste', 'sweet potato', 'garbanzo bean', 'lemon juice', 'grated lemon zest', 'pitted green olive', 'golden raisin', 'fresh parsley leaf', 'cilantro leaf', 'whole wheat couscous', 'lemon']"
Moroccan Salmon with Nectarine Couscous,3,1500,[Main Dishes],Moroccan,"['paprika', 'ground cumin', 'ground ginger', 'ground cardamom', 'ground black pepper', 'sea salt', 'boneless salmon fillet', 'cooking oil', 'whole wheat couscous', 'green onion', 'yellow bell pepper', 'pinenuts', 'nectarine']"
Moroccan Chicken Tagine,5,4800,[Main Dishes],Moroccan,"['bone in chicken breast half', 'bone in chicken thigh', 'kosher salt', 'freshly ground pepper', 'ra el hanout', 'olive oil', 'yellow onion', 'apricot half', 'small potato', 'baby carrot', 'flat leaf parsley', 'chopped cilantro fresh', 'green olive', 'lemon wedge']"
Moroccan Spiced Pumpkin + Chickpea Stew,4,3900,[Main Dishes],Moroccan,"['coconut oil', 'yellow onion', 'garlic', 'fresh ginger', 'cubed pumpkin', 'sliced carrot', 'chickpea', 'ground cinnamon', 'ground cumin', 'ground coriander', 'saffron', 'tomato', 'water', 'dried currant', 'dried apricot', 'harissa', 'toasted slivered almond', 'cilantro leaf', 'rice', 'millet', 'couscous']"
Preserved Lemon Dressing,3,900,,Moroccan,"['lemon', 'extra virgin olive oil', 'ground cumin', 'ground coriander', 'ground black pepper']"
"Slow Cooker Moroccan Chicken with Chopped Almonds, Apricots and Cauliflower âCouscousâ",4,23220,[Main Dishes],Moroccan,"['extra virgin olive oil', 'bone in chicken thigh', 'salt', 'pepper', 'yellow onion', 'garlic', 'ground ginger', 'ground cumin', 'ground coriander', 'ground cinnamon', 'cayenne', 'sea salt', 'cracked black pepper', 'unsalted chicken stock', 'almond butter', 'apricot', 'baby carrot', 'cauliflower', 'dried cherry', 'fresh basil', 'chopped cilantro fresh', 'lemon', 'sliced almond', 'fresh cilantro']"
Chicken Tagine with Olives and Lemons,3,4200,[Main Dishes],Moroccan,"['chicken', 'garlic clove', 'fresh cilantro', 'flat leaf parsley', 'onion', 'fresh lemon juice', 'olive oil', 'paprika', 'grated lemon peel', 'ground cumin', 'salt', 'ground black pepper', 'cayenne pepper', 'saffron thread', 'oil cured black olive', 'lemon', 'water']"
Chicken Tagine with Fennel and Olives,3,2400,[Main Dishes],Moroccan,"['ground cumin', 'paprika', 'fine sea salt', 'cayenne pepper', 'boneless chicken skinless thigh', 'olive oil', 'fennel bulb', 'low salt chicken broth', 'fresh lemon juice', 'brine cured green olive', 'chopped cilantro fresh']"
Moroccan Lamb Stew,5,,"[Main Dishes, Soups]",Moroccan,"['olive oil', 'yellow onion', 'carrot', 'lamb', 'all purpose flour', 'freshly ground pepper', 'garlic clove', 'ground cumin', 'saffron thread', 'fresh ginger', 'beef stock', 'crushed tomato', 'dried date', 'orange', 'flat leaf parsley']"
"""It's Maaaaa-gic!"" Moroccan Carrots",5,2400,[Side Dishes],Moroccan,"['carrot', 'olive oil', 'cinnamon', 'ground ginger', 'clove', 'chickpea', 'chopped tomato', 'honey', 'water', 'chopped cilantro']"
Spicy Red Lentil and Chickpea Stew (Paula's Moroccan Lentil Stew),5,4800,[Main Dishes],Indian,"['onion', 'olive oil', 'fresh ginger', 'minced garlic', 'ground turmeric', 'celery', 'garam masala', 'ground cardamom', 'ground cayenne pepper', 'ground cumin', 'chicken', 'red lentil', 'chickpea', 'diced tomato', 'brown rice', 'sour cream']"
Tea-scented Couscous,4,1500,[Side Dishes],Moroccan,"[' chicken broth', 'water', 'lipton green tea with mandarin orange flavor pyramid tea bag', 'couscous', 'raisin', 'olive oil', 'salt', 'sliced green onion', 'almond']"
Grilled Moroccan Chicken,4,5400,[Main Dishes],Moroccan,"['chicken drumstick', 'chicken breast', 'fresh tomato', 'harissa sauce', 'olive oil', 'lemon juice', 'ground turmeric', 'ground cumin', 'coriander powder', 'paprika', 'celtic salt', 'garlic clove', 'fresh mint']"
Moroccan Beef Stew,5,2400,[Main Dishes],Moroccan,"['olive oil', 'beef tenderloin', 'onion', 'carrot', 'garlic clove', 'paprika', 'ground cumin', 'ground cinnamon', 'beef broth', 'pitted kalamata olive', 'golden raisin', 'garbanzo bean', 'chopped cilantro fresh', 'lemon peel']"
Daniel Bouludâs Chicken Tagine,3,4500,[Main Dishes],Moroccan,"['sweet paprika', 'garlic powder', 'cinnamon', 'ground coriander', 'ground turmeric', 'ground ginger', 'ground cardamom', 'ground allspice', 'chicken thigh', 'kosher salt', 'ground black pepper', 'spice', 'extra virgin olive oil', 'rom tomato', 'cauliflower', 'white onion', 'garlic', 'fresh ginger', 'saffron', 'tomato paste', 'chicken stock', 'preserved lemon', 'green olive', 'cilantro leaf']"
Moroccan Lamb Tagine With Lemon And Pomegranate Couscous,3,9000,[Main Dishes],Moroccan,"['olive oil', 'garlic clove', 'onion', 'fresh ginger', 'coriander seed', 'ground cinnamon', 'sea salt', 'ground black pepper', 'lamb shoulder', 'tomato pur e', 'tomato', 'honey', 'pomegranate', 'couscous', 'lemon juice', 'chicken stock', 'coriander', 'lime', 'greek yogurt']"
Moroccan Country Bread (Khubz Maghrebi),4,,[Breads],Moroccan,"['dry yeast', 'warm water', 'all purpose flour', 'kosher salt', 'cooking spray', 'extra virgin olive oil']"
